Age,Income,Occupation,Satisfaction
80,3189.967493757271,Self-Employed,2
54,,Self-Employed,3
35,53050.44516057464,Retired,3
26,57270.41071158962,Self-Employed,1
78,-3154.09769168415,Employed,4
72,,Student,2
42,27762.56283438489,Student,3
59,64107.70200344812,Self-Employed,2
44,12641.370029478125,Employed,1
52,48619.675757375204,Self-Employed,5
55,23480.36124073012,Student,5
40,66389.91448753678,Self-Employed,5
30,67762.24562330713,Retired,2
76,24540.459288054848,Retired,1
71,37585.72919307499,Self-Employed,5
21,48887.79165709392,Employed,4
59,33901.80610181896,Employed,2
60,54232.39192963171,Self-Employed,2
75,,Student,4
30,33403.62513773186,Retired,5
37,33681.5749226284,Self-Employed,1
60,55525.341772020765,Self-Employed,1
76,85193.81343998048,Student,5
62,23298.93538014256,Employed,2
30,25566.030498640488,Student,4
49,44999.15541817737,Employed,5
84,48975.77516030075,Employed,5
78,60014.094107744444,Employed,1
31,9172.793596692123,Employed,4
40,60740.195480520255,Self-Employed,1
50,63269.79814637538,Retired,1
63,34844.029526813174,Student,1
52,41306.50008055407,Self-Employed,5
38,40377.65847351219,Self-Employed,5
29,44786.32504720437,Self-Employed,3
43,79210.01956017024,Student,5
79,24772.793834319556,Employed,4
22,66390.1031329364,Student,4
25,62025.47431633521,Self-Employed,2
84,39392.655874498094,Retired,4
25,44923.352029807844,Retired,5
50,65712.46948990492,Student,2
86,51262.77305821012,Student,4
53,60556.10693173745,Self-Employed,2
50,70332.86462268562,Retired,3
68,53509.869169141755,Self-Employed,2
56,,Student,2
36,64190.218530490725,Retired,3
57,49857.06029558517,Retired,5
80,27869.047042080467,Employed,3
78,35350.42676042715,Self-Employed,2
41,64865.01959201004,Employed,5
77,,Retired,5
71,88267.30796089246,Self-Employed,3
51,52820.38695062868,Student,4
79,74055.93640368334,Retired,3
33,54905.11593820082,Self-Employed,5
63,66082.55464753574,Student,3
59,57537.262063172755,Retired,1
74,72619.28570814445,Retired,3
19,28413.243395483052,Retired,3
57,56835.32480892991,Self-Employed,4
75,59250.84265627922,Student,5
27,68755.32111033812,Retired,2
22,42743.39537536989,Student,2
80,48764.74420236358,Student,2
66,88874.32868414553,Retired,5
79,57761.420653130066,Retired,2
49,16498.59473578265,Student,2
76,,Student,4
28,61010.36702436527,Retired,2
39,-3061.9879383587368,Retired,1
86,,Retired,2
88,45040.809171302746,Retired,2
57,46633.45415657483,Self-Employed,1
84,62109.21536334502,Self-Employed,2
89,22481.644625752815,Self-Employed,4
88,34333.1782800891,Student,5
55,,Student,4
23,54204.769078921694,Retired,2
61,63854.73060447592,Retired,4
81,48354.75321023711,Employed,3
86,32108.31706436176,Student,5
46,51197.13808389708,Employed,4
20,56577.270104594354,Student,3
76,35913.47347158772,Self-Employed,4
37,62468.65437827047,Retired,2
46,62930.48752354095,Employed,5
87,65930.04244232531,Retired,2
46,25778.137437690326,Student,3
63,73557.1654077555,Self-Employed,5
67,74323.02892244374,Student,1
29,79486.75633784606,Employed,3
46,52352.96810705421,Student,2
73,,Employed,5
21,67155.23820950593,Self-Employed,5
63,,Self-Employed,4
23,59381.689051015375,Retired,1
77,45765.61089882912,Employed,5
70,33086.47646124491,Retired,1
30,16842.859516148957,Student,1
46,38310.67083988604,Student,5
39,59234.30522288347,Student,2
80,46899.55606972054,Employed,1
70,47918.36491210718,Student,3
47,37418.63412622793,Retired,4
19,21165.881151244586,Employed,3
72,48146.74146078118,Self-Employed,2
30,48427.79660884105,Student,3
74,,Retired,4
88,64966.90590523564,Self-Employed,3
73,31206.316209497836,Employed,5
40,,Self-Employed,2
66,67039.0841062088,Retired,4
74,93627.61445241928,Employed,1
89,55635.91962716987,Employed,5
26,60792.50286533825,Employed,5
24,30273.596524499648,Self-Employed,1
33,5927.28072908252,Employed,1
59,64194.50202491355,Student,2
31,60509.91363953303,Employed,2
52,50407.53540562653,Employed,5
67,47414.549899507765,Student,5
60,37452.545157140084,Student,5
